1,035$a,074$a,086$a,264$c,856,955$b,245$a,245$b
1115052,(OCoLC)1140975452,0624-B-02 (online),I 19.42/4-4:2009-5207,2009,https://purl.fdlp.gov/GPO/gpo132283;Address at time of PURL creationhttp://pubs.usgs.gov/sir/2009/5207/,20200218,"Water levels and selected water-quality conditions in the Sparta-Memphis aquifer (Middle Claiborne aquifer) in Arkansas, spring-summer 2007 /",
1115067,(OCoLC)681506746,0624-B-05 (online),I 19.42/4:98-4084,1998,https://purl.fdlp.gov/GPO/gpo132290;Address at time of PURL creationhttp://pubs.er.usgs.gov/publication/wri984084,20200218,"Potentiometric surface of the Cockfield aquifer in southeastern Arkansas and the Wilcox aquifers in southern and northeastern Arkansas, October 1996-July 1997",
1115171,(OCoLC)1141099868,0807-A-09 (online),LC 14.24:IF 10832/,-2019,https://purl.fdlp.gov/GPO/gpo129620;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=IF10832,20200219,Federal and Indian lands on the U.S.-Mexico border /,
1115189,(OCoLC)1141200553,1002-C (online),Y 4.T 19/4:F 49/5,[2020],https://purl.fdlp.gov/GPO/gpo132400;Address at time of PURL creationhttps://www.jct.gov/publications.html?func=startdown&id=5243,20200220,Overview of selected provisions and options relating to funding and financing infrastructure investments :,"scheduled for a public hearing before the Committee on Ways and Means on January 29, 2020 /"
1115206,(OCoLC)1141203947,0431-J-78 (online),EP 1.1-2:,,https://purl.fdlp.gov/GPO/gpo132413;Address at time of PURL creationhttps://www.epa.gov/planandbudget/archive#FinancialReports,20200220,Agency financial report.,
1115227,(OCoLC)1142237145,0080-F (online),A 13.92:C 72/8,2019,https://purl.fdlp.gov/GPO/gpo132422;Address at time of PURL creationhttps://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd673191.pdf,20200228,Final record of decision for the Colville National Forest revised land management plan :,"Ferry, Pend Oreille, and Stevens Counties, Washington."
1115236,(OCoLC)1142195721,0080-F (online),A 13.92:C 72/7/2019,2019,https://purl.fdlp.gov/GPO/gpo132425;Address at time of PURL creationhttps://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd673192.pdf,20200228,"Colville National Forest land management plan: Ferry, Pend Oreille, and Stevens Counties, Washington.",
1115271,(OCoLC)1141253861,0337-B-40 (online),D 103.141:,-2001,https://purl.fdlp.gov/GPO/gpo132447;Address at time of PURL creationhttp://www.nwd-mr.usace.army.mil/rcc/aop.html,20200221,Missouri River main stem system ... annual operating plan.,
1115272,(OCoLC)1141253819,0337-B-40 (online),D 103.141:,2001,https://purl.fdlp.gov/GPO/gpo132369;Address at time of PURL creationhttp://www.nwd-mr.usace.army.mil/rcc/aop.html,20200221,Missouri River main stem reservoirs ... annual operating plan.,
1115273,(OCoLC)1141253784,0337-B-40 (online),D 103.141:,1999,https://purl.fdlp.gov/GPO/gpo132368;Address at time of PURL creationhttp://www.nwd-mr.usace.army.mil/rcc/aop.html,20200221,Missouri River main stem reservoirs ... annual operating plan.,
1115279,(OCoLC)1141255617,0337-B-41 (online),D 103.141/2:,-2001,https://purl.fdlp.gov/GPO/gpo132456;Address at time of PURL creationhttp://www.nwd-mr.usace.army.mil/rcc/aop.html010,20200221,Missouri River main stem reservoirs summary of actual ... operations.,
1115280,(OCoLC)1141255518,0337-B-41 (online),D 103.141/2:,1999-2000.,https://purl.fdlp.gov/GPO/gpo132453;Address at time of PURL creationhttp://www.nwd-mr.usace.army.mil/rcc/aop.html010,20200221,Missouri River main stem reservoirs summary of actual ... operations.,
1115284,(OCoLC)1128024530,0080-F (online),A 13.92:C 72/6/V.1-4/2019,2019,https://purl.fdlp.gov/GPO/gpo132455;Address at time of PURL creationhttps://www.fs.usda.gov/detail/colville/landmanagement/planning/?cid=stelprd3824594,20200228,Colville National Forest land management plan :,final programmatic environmental impact statement.
1115303,(OCoLC)1141280364,0337 (online),D 103.2:R 31/10,1998,https://purl.fdlp.gov/GPO/gpo132467;Address at time of PURL creationhttp://www.nwd-mr.usace.army.mil/rcc/reports/pdfs/aop98b.pdf,20200221,Missouri River main stem reservoirs system description and operation.,
1115304,(OCoLC)1141285204,0337 (online),D 103.2:R 31/11,2007,https://purl.fdlp.gov/GPO/gpo132469;Address at time of PURL creationhttp://www.nwd-mr.usace.army.mil/rcc/reports/pdfs/SystemDescription2007.pdf,20200221,"Missouri River mainstem reservoir system, system description and operation.",
1115335,(OCoLC)1141734805,0646-R (online),I 29.89:2011/480,2011,https://purl.fdlp.gov/GPO/gpo132500;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/442902,20200224,Landbird monitoring protocol for Channel Islands National Park /,
1115414,(OCoLC)1141779647,0807-A-07 (online),LC 14.23:R 41613/,-2019,https://purl.fdlp.gov/GPO/gpo132552;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R41613,20200225,"Fishery, aquaculture, and marine mammal issues in the 112th Congress /",
1115449,(OCoLC)1141855930,1009-E (online),Y 4.2:C 61/C 61/9,2020,https://purl.fdlp.gov/GPO/gpo132685;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-116hhrg38471/pdf/CHRG-116hhrg38471.pdf,20200226,Solving the climate crisis :,"manufacturing jobs for America's workers : hearing before the Select Committee on the Climate Crisis, House of Representatives, One Hundred Sixteenth Congress, first session, hearing held September 10, 2019."
1115451,(OCoLC)985370622,0624-B-05 (online),I 19.42/4:80-103,1981,https://purl.fdlp.gov/GPO/gpo132259;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0103/report.pdf,20200226,"Considerations for monitoring water quality of the Schenectady aquifer, Schenectady County, New York /",
1115452,(OCoLC)985370598,0624-B-05 (online),I 19.42/4:80-83,1981,https://purl.fdlp.gov/GPO/gpo132261;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0083/report.pdf,20200226,"Effects of a cattle feedlot on ground-water quality in the South Platte River Valley near Greeley, Colorado /",
1115454,(OCoLC)974643808,0624-B-05 (online),I 19.42/4:82-4007,1982,https://purl.fdlp.gov/GPO/gpo132265;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri824007,20200226,"Hydrogeologic features of the alluvial deposits in the Owl Creek Valley, Bighorn Basin, Wyoming /",
1115460,(OCoLC)971500596,0624-B-05 (online),I 19.42/4:82-17,1982,https://purl.fdlp.gov/GPO/gpo132268;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1982/0017/report.pdf,20200226,The Benchmark farm program :,a method for estimating irrigation water used in Southwest Florida /
1115464,(OCoLC)985370834,0624-B-05 (online),I 19.42/4:81-52,1982,https://purl.fdlp.gov/GPO/gpo132269;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1981/0052/report.pdf,20200226,"Water-quality assessment of Steiner Branch basin, Lafayette County, Wisconsin /",
1115470,(OCoLC)963254053,0624-B-05 (online),I 19.42/4:82-4024,1982,https://purl.fdlp.gov/GPO/gpo132273;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri824024,20200226,"Effects of urban development on the aquifers in the Memphis area, Tennessee /",
1115473,(OCoLC)985371022,0624-B-05 (online),I 19.42/4:81-57,1981,https://purl.fdlp.gov/GPO/gpo132581;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1981/0057/report.pdf,20200226,"Borehole data-collection methods applicable for the regional observation and monitor well program, southwest Florida Water Management District /",
1115477,(OCoLC)971499189,0624-B-05 (online),I 19.42/4:80-118,1981,https://purl.fdlp.gov/GPO/gpo132586;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0118/report.pdf,20200226,"Hydrogeology, estimated impact, and regional well monitoring of effects of subsurface wastewater injection, Tampa Bay area, Florida /",
1115483,(OCoLC)971499182,0624-B-05 (online),I 19.42/4:81-75,1982,https://purl.fdlp.gov/GPO/gpo132588;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1981/0075/report.pdf,20200226,"Results of deep-well injection testing at Mulberry, Florida /",
1115528,(OCoLC)1141867665,0807-A-07 (online),LC 14.23:R 41042/,-2020,https://purl.fdlp.gov/GPO/gpo132748;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R41042,20200226,Harbor Maintenance Trust Fund expenditures /,
1115546,(OCoLC)985370617,0624-B-05 (online),I 19.42/4:80-105,1981,https://purl.fdlp.gov/GPO/gpo132591;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0105/report.pdf,20200227,Comparison of the propane-area tracer method and predictive equations for determination of stream-reaeration coefficients on two small streams in Wisconsin /,
1115547,(OCoLC)974643154,0624-B-05 (online),I 19.42/4:82-262,1982,https://purl.fdlp.gov/GPO/gpo132593;Address at time of PURL creationhttps://pubs.usgs.gov/of/1982/0262/report.pdf,20200227,"Flood of October 8, 1977 in St. Croix, U.S. Virgin Islands /",
1115549,(OCoLC)971498214,0624-B-05 (online),I 19.42/4:81-72,1982,https://purl.fdlp.gov/GPO/gpo132595;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1981/0072/report.pdf,20200227,"Sediment transport and source areas of sediment and runoff, Big Sandy River basin, Wyoming /",
1115559,(OCoLC)974643548,0624-B-05 (online),I 19.42/4:82-18,1982,https://purl.fdlp.gov/GPO/gpo132608;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1982/0018/report.pdf,20200227,"Techniques for estimating the magnitude and frequency of floods in the Dallas-Fort Worth metropolitan area, Texas /",
1115563,(OCoLC)971499088,0624-B-05 (online),I 19.42/4:80-85,1981,https://purl.fdlp.gov/GPO/gpo132610;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0085/report.pdf,20200227,"Water resources of Upper Separation Creek Basin, south-central Wyoming /",
1115574,(OCoLC)971499123,0624-B-05 (online),I 19.42/4:80-97,1981,https://purl.fdlp.gov/GPO/gpo132619;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0097/report.pdf,20200227,"Characterization of floodflows along the Arkansas River without regulation by Pueblo Reservoir, Portland to John Martin Reservoir, Southeastern Colorado /",
1115577,(OCoLC)1142099982,0807-A-07 (online),LC 14.23:R 42879/,-2019,https://purl.fdlp.gov/GPO/gpo132390;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R42879,20200227,Federal regulation of chemicals in commerce: an overview of issues for the 113th Congress /,
1115593,(OCoLC)971500591,0624-B-05 (online),I 19.42/4:81-62,1982,https://purl.fdlp.gov/GPO/gpo132622;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1981/0062/report.pdf,20200227,Hydrology of Salt Wells Creek :,a plains stream in southwestern Wyoming /
1115603,(OCoLC)1142101201,0807-A-07 (online),LC 14.23:R 40074/,-2019,https://purl.fdlp.gov/GPO/gpo132577;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R40074,20200227,"Fifth Summit of the Americas, Port of Spain, Trinidad and Tobago, April 2009: background, expectations, and results /",
1115740,(OCoLC)1142237314,0807-A-07 (online),LC 14.23:IF 11023/,-2018,https://purl.fdlp.gov/GPO/gpo132461;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=IF11023,20200228,Selected issues for National Flood Insurance Program (NFIP) reauthorization and reform /,
